transaction_id,sender,receiver,amount,payment_type,status,timestamp,is_fraud,hour,day_of_week,is_weekend,is_late_night,is_large_amount,amount_zscore,payment_type_encoded,anomaly_score,is_anomaly
TXN35145,Brandi Garcia,Stephen Gibson,1863.75,batch,completed,2026-08-05 16:15:17.450840,0,16,2,0,0,0,-0.5513044536732491,0,1,False
TXN78858,Jonathan Levine MD,Keith Wall MD,4942.16,batch,completed,2026-08-01 00:52:19.878812,0,0,5,1,1,0,1.5531494564626078,0,-1,True
TXN54944,Caitlyn Riddle,Andrea Richardson,2824.2,batch,pending,2026-08-03 13:55:00.369127,0,13,0,0,0,0,0.10527565033823204,0,1,False
TXN27279,Jessica Henson,Amber Francis,4734.55,batch,completed,2026-08-05 15:58:53.067837,0,15,2,0,0,0,1.4112236972936523,0,1,False
TXN73209,Christopher Giles,Rodney Gallagher,3616.12,batch,failed,2026-08-04 05:51:43.526923,0,5,1,0,1,0,0.6466457539029905,0,1,False
TXN64813,Paul Collins,Steven Logan,266.58,batch,completed,2026-08-04 08:14:00.801615,0,8,1,0,0,0,-1.6431572775828929,0,1,False
TXN59631,Edward Sellers,Natasha Mcdonald,2956.35,real-time,completed,2026-08-03 18:12:15.381660,0,18,0,0,0,0,0.19561565840228254,1,1,False
TXN93097,Kristy Gould,Carlos Ward MD,4488.22,batch,completed,2026-08-04 03:10:04.933892,0,3,1,0,1,0,1.2428282815810716,0,1,False
TXN7126,Terry Gilbert,Matthew Daniels,1.0,batch,completed,2026-08-01 05:32:55.340509,0,5,5,1,1,0,-1.824712323679378,0,-1,True
TXN37092,Melanie Cantu,Tamara Williams,1466.65,batch,completed,2026-08-01 13:37:39.692964,0,13,5,1,0,0,-0.8227688290212204,0,1,False
TXN6305,John Jensen,Natalie Marsh,1.0,real-time,completed,2026-08-05 17:27:07.003316,0,17,2,0,0,0,-1.824712323679378,1,1,False
TXN20002,Andrew Sanchez,Maria Le,3066.99,batch,completed,2026-08-05 15:15:11.319927,0,15,2,0,0,0,0.27125106129449994,0,1,False
TXN93987,Melissa Roberts,Michael Jones,3997.21,batch,pending,2026-08-05 08:12:05.553962,0,8,2,0,0,0,0.9071654184745304,0,1,False
TXN82689,Derek Byrd,Kenneth Nelson,4049.66,real-time,completed,2026-08-03 11:51:16.505863,0,11,0,0,0,0,0.9430211386634023,1,1,False
TXN23920,Christina Shaw,Brianna Owens,1679.45,real-time,completed,2026-08-01 18:55:31.711402,0,18,5,1,0,0,-0.6772950967773315,1,1,False
TXN77656,Tyler Jenkins,Roger Brooks,2370.51,batch,completed,2026-08-03 00:16:50.566420,0,0,0,0,1,0,-0.2048746202526042,0,1,False
TXN21682,Carolyn Jefferson,Sarah Dunlap,1439.09,batch,completed,2026-08-06 13:22:25.443002,0,13,3,0,0,0,-0.8416093180279949,0,1,False
TXN8122,Heidi Williams,Caitlin Lee,871.65,batch,completed,2026-08-01 00:19:12.297472,0,0,5,1,1,0,-1.2295210408873576,0,-1,True
TXN99421,Jeremy Jackson,Holly Harris,5438.33,batch,completed,2026-08-02 01:35:24.272393,0,1,6,1,1,1,1.8923397841291982,0,-1,True
TXN99970,Donald Greene,Tiffany Brown,1902.08,real-time,completed,2026-08-01 19:49:19.015121,0,19,5,1,0,0,-0.5251014078231163,1,1,False
TXN17813,Kayla Morgan,Cathy Kennedy,2033.4,batch,completed,2026-08-04 19:14:20.297091,0,19,1,0,0,0,-0.4353288020041899,0,1,False
TXN85130,Shannon Cox,Dr. Jon May,1767.28,real-time,completed,2026-08-03 16:27:44.219077,0,16,0,0,0,0,-0.6172530013685873,1,1,False
TXN65508,Shane Brown,Alexis Lewis,1851.7,batch,completed,2026-08-04 19:53:25.611505,0,19,1,0,0,0,-0.5595420404849918,0,1,False
TXN47268,Cynthia Garcia,Joseph Obrien,2356.47,batch,completed,2026-08-06 01:56:39.916404,0,1,3,0,1,0,-0.2144726052183197,0,1,False
TXN31043,Destiny Graves,Jake Jackson,4660.23,real-time,completed,2026-08-01 17:24:08.888856,0,17,5,1,0,0,1.3604172697543386,1,1,False
TXN85863,William Merritt,Aaron Adams,908.58,batch,completed,2026-08-02 06:27:06.924182,0,6,6,1,0,0,-1.204275059065145,0,1,False
TXN50826,Anthony Lee,Heather Gregory,1730.23,real-time,completed,2026-08-03 10:18:53.896233,0,10,0,0,0,0,-0.6425810172503358,1,1,False
TXN73440,Derek Fuller,Kevin Floyd,3042.96,batch,completed,2026-08-04 01:04:00.929169,0,1,1,0,1,0,0.25482374087241055,0,1,False
TXN9916,Jacob Lin,Robert Snyder,3076.87,batch,completed,2026-08-03 19:36:18.941299,0,19,0,0,0,0,0.27800519886296626,0,1,False
TXN35452,Tony Brown,Ana Frazier,3731.05,batch,completed,2026-08-02 10:47:36.776803,0,10,6,1,0,0,0.7252138744236212,0,1,False
TXN21834,David Jordan,Scott Wilson,1552.99,batch,completed,2026-08-05 23:58:23.108011,0,23,2,0,0,0,-0.7637453231850486,0,1,False
TXN88125,Ann Cook,Gabrielle Robertson,2442.61,batch,pending,2026-08-05 23:55:18.619740,0,23,2,0,0,0,-0.15558582281470765,0,1,False
TXN75428,Kimberly Alvarado,Jeremy Garcia,1.0,batch,completed,2026-08-01 03:57:47.921111,0,3,5,1,1,0,-1.824712323679378,0,-1,True
TXN92662,Joseph Rodriguez,Scott Rogers,3896.78,batch,completed,2026-08-01 03:38:09.090063,0,3,5,1,1,0,0.8385097468145033,0,1,False
TXN17090,Valerie Gonzalez,Raymond Jimenez,1.0,real-time,completed,2026-08-01 13:31:31.136787,0,13,5,1,0,0,-1.824712323679378,1,-1,True
TXN28364,Kevin Ho,Marc Dixon,2640.47,real-time,completed,2026-08-05 15:05:06.116893,0,15,2,0,0,0,-0.020325330983054297,1,1,False
TXN46554,Rachel Edwards,Gregory Brown,2699.35,batch,completed,2026-08-01 02:29:00.788694,0,2,5,1,1,0,0.01992604756262334,0,1,False
TXN90808,Ryan Hampton,Jaime King,3281.19,batch,completed,2026-08-01 20:33:03.308022,0,20,5,1,0,0,0.41768185756630943,0,1,False
TXN0912,Brenda Phillips,Matthew Fitzpatrick,2970.73,real-time,completed,2026-08-02 06:36:00.582025,0,6,6,1,0,0,0.20544607320334993,1,1,False
TXN69676,Bradley Arnold,Jennifer Clay,1.0,real-time,completed,2026-08-02 01:41:20.562601,0,1,6,1,1,0,-1.824712323679378,1,-1,True
TXN74126,Jessica Garcia,Robert Gray,1417.91,batch,completed,2026-08-01 03:59:53.063122,0,3,5,1,1,0,-0.8560883295361037,0,1,False
TXN70617,Mrs. Jessica Simmons,Martin Hill,2207.84,real-time,completed,2026-08-01 01:14:47.134721,0,1,5,1,1,0,-0.3160786241253177,1,-1,True
TXN42571,Adrienne Jacobs,Andrew Henry,1160.98,batch,completed,2026-08-06 07:59:05.143131,0,7,3,0,0,0,-1.0317300871743669,0,1,False
TXN0704,Melissa Horton,Lisa Chapman,529.31,real-time,completed,2026-08-03 22:31:41.766948,0,22,0,0,0,0,-1.4635505404003883,1,1,False
TXN16205,Heidi Joseph,Cory Alvarez,2759.86,batch,completed,2026-08-05 22:17:14.974462,0,22,2,0,0,0,0.06129172208366542,0,1,False
TXN1920,Cameron Davenport,Sharon Morgan,1933.86,batch,completed,2026-08-01 12:23:49.678082,0,12,5,1,0,0,-0.503376054389325,0,1,False
TXN68068,Hailey Griffin MD,Tammy Harrison,4029.12,batch,completed,2026-08-03 21:35:32.447806,0,21,0,0,0,0,0.9289796421394856,0,1,False
TXN30763,April Russell,Kimberly Gray,2996.21,batch,completed,2026-08-01 12:01:31.862366,0,12,5,1,0,0,0.2228646385114998,0,1,False
TXN37031,Jesus Higgins,Chloe Davis,3263.88,real-time,completed,2026-08-05 05:41:40.272934,0,5,2,0,1,0,0.4058484444782375,1,1,False
TXN13331,Jonathan Rangel,Ronald Welch,1399.4,batch,completed,2026-08-03 15:10:24.865705,0,15,0,0,0,0,-0.8687420832195359,0,1,False
TXN58236,Christina Golden,Gloria Ross,3470.07,batch,completed,2026-08-04 22:52:38.377186,0,22,1,0,0,0,0.546803467276017,0,1,False
TXN41116,Becky Williams,Amy Carter,1495.54,batch,completed,2026-08-03 19:18:10.507146,0,19,0,0,0,0,-0.8030191291879218,0,1,False
TXN12857,Riley Graves,Craig Sloan,3719.62,real-time,completed,2026-08-01 09:53:05.234210,0,9,5,1,0,0,0.7174001302528143,1,1,False
TXN67182,James Sullivan,Shawn Thomas,2168.75,real-time,completed,2026-08-02 16:27:52.119707,0,16,6,1,0,0,-0.3428012190191788,1,1,False
TXN20197,Louis Rodriguez,Jackson Alvarez,2901.06,real-time,completed,2026-08-03 12:53:47.556886,0,12,0,0,0,0,0.15781846547105782,1,1,False
TXN74403,Jonathan Alvarado,Sarah Little,2290.56,batch,completed,2026-08-06 02:03:47.255051,0,2,3,0,1,0,-0.2595298124184828,0,1,False
TXN22575,Austin Lynch,Kathleen White,730.23,real-time,completed,2026-08-03 15:51:17.233041,0,15,0,0,0,0,-1.326198180050566,1,1,False
TXN83482,John Hanson,Patrick Hill,4966.91,batch,completed,2026-08-03 23:13:43.623672,0,23,0,0,0,0,1.5700689812419135,0,1,False
TXN47640,Duane Evans,Rose Rodriguez,3160.1,batch,completed,2026-08-02 17:22:06.980294,0,17,6,1,0,0,0.3349026553228295,0,1,False
TXN23077,Paul Sanchez,Jonathan Li,527.96,batch,completed,2026-08-01 08:18:55.082442,0,8,5,1,0,0,-1.4644734235701686,0,1,False
TXN14543,Michael Mata,Peggy Wagner,2700.34,real-time,completed,2026-08-02 13:35:54.131763,0,13,6,1,0,0,0.020602828553795728,1,1,False
TXN86070,Matthew Montoya,Beth Parks,2038.93,batch,completed,2026-08-04 03:32:23.826025,0,3,1,0,1,0,-0.43154839909390463,0,1,False
TXN84785,Mariah Brown,Travis Davis,2097.39,real-time,completed,2026-08-04 21:09:51.434123,0,21,1,0,0,0,-0.39158413975660333,1,1,False
TXN75687,Zachary Miller,Shannon Barker,3160.22,batch,completed,2026-08-05 20:22:54.463356,0,20,2,0,0,0,0.3349846893823654,0,1,False
TXN39957,Amanda Jordan,Veronica Davidson,5111.72,batch,completed,2026-08-02 21:42:19.833114,0,21,6,1,0,1,1.6690635825870153,0,-1,True
TXN41117,Caitlin Dudley,Tina Bradley,1114.05,batch,completed,2026-08-06 08:41:26.121663,0,8,3,0,0,0,-1.0638122406245818,0,1,False
TXN23034,Amber Ochoa,Matthew Miller,3215.01,batch,completed,2026-08-03 07:40:38.419417,0,7,0,0,0,0,0.3724400737321903,0,1,False
TXN41821,Robert Eaton,Jennifer Anderson,2843.38,real-time,completed,2026-08-05 22:07:13.342878,0,22,2,0,0,0,0.11838742752074065,1,1,False
TXN20899,Monica Lawson,Catherine Haas,4483.98,batch,completed,2026-08-01 01:51:53.313478,0,1,5,1,1,0,1.2399297448107982,0,1,False
TXN46672,Benjamin Crawford,Edward Scott,1875.25,batch,completed,2026-08-04 19:42:00.810790,0,19,1,0,0,0,-0.5434428563010464,0,1,False
TXN51638,Matthew Sparks,Harry Morales,2674.29,batch,completed,2026-08-03 20:50:43.162108,0,20,0,0,0,0,0.0027946014628496053,0,1,False
TXN80293,David Smith,Lee Ramos,1777.18,batch,completed,2026-08-01 06:46:25.250167,0,6,5,1,0,0,-0.610485191456865,0,1,False
TXN15387,Alan Wright,Michael Peterson,319.13,real-time,completed,2026-08-03 09:40:54.070560,0,9,0,0,0,0,-1.6072331956777408,1,1,False
TXN6585,Benjamin Johnson,Kevin Hunt,5033.27,batch,completed,2026-08-04 21:46:29.335039,0,21,1,0,0,1,1.6154338161653372,0,-1,True
TXN94911,Christian Edwards,Shannon Collier,2720.12,real-time,completed,2026-08-03 12:33:15.460171,0,12,0,0,0,0,0.03412477603398411,1,1,False
TXN42341,Ray Gordon,Laurie Robinson,3522.11,batch,completed,2026-08-03 23:40:02.358780,0,23,0,0,0,0,0.582378904428141,0,1,False
TXN51675,Jessica Cunningham,Willie Mercer,2115.94,batch,completed,2026-08-06 06:43:04.797344,0,6,3,0,0,0,-0.3789030413866589,0,1,False
TXN7628,Daniel Wilson,Nicholas Thornton,3379.99,real-time,completed,2026-08-04 19:24:58.333949,0,19,1,0,0,0,0.485223233250972,1,1,False
TXN4886,Darlene Moreno,Haley Hess,1930.73,batch,completed,2026-08-03 11:16:48.106843,0,11,0,0,0,0,-0.5055157761088896,0,1,False
TXN53675,Scott Anderson,Sandra Edwards,4083.56,batch,completed,2026-08-03 07:42:15.892404,0,7,0,0,0,0,0.9661957604823301,0,1,False
TXN15115,Mrs. Connie Garcia,Timothy Spencer,1242.58,real-time,completed,2026-08-01 09:33:16.716805,0,9,5,1,0,0,-0.9759469266898682,1,1,False
TXN24530,Jason Buck,Donald Hill,5385.36,batch,completed,2026-08-01 10:38:00.964642,0,10,5,1,0,1,1.8561285830156697,0,-1,True
TXN25525,Dawn Robertson,Amanda Jacobs,2220.38,batch,completed,2026-08-01 15:00:48.757149,0,15,5,1,0,0,-0.30750606490380283,0,1,False
TXN49837,Larry Elliott,Julie Jackson,1634.18,real-time,completed,2026-08-03 19:54:01.824220,0,19,0,0,0,0,-0.7082424457372979,1,1,False
TXN58875,Ariana Gardner,Ashley Henson,3353.86,batch,completed,2026-08-01 01:18:37.422683,0,1,5,1,1,0,0.46736031678700224,0,1,False
TXN13835,Eric Bowman,Tanya Scott,830.34,real-time,completed,2026-08-03 11:40:51.752332,0,11,0,0,0,0,-1.257761265882635,1,1,False
TXN94384,Ernest Moore,Ryan Velasquez,2937.2,batch,completed,2026-08-03 02:38:26.613896,0,2,0,0,1,0,0.18252438973465807,0,1,False
TXN50227,Becky Miller,George Moran,3688.18,real-time,completed,2026-08-06 07:34:30.541230,0,7,3,0,0,0,0.695907206654375,1,1,False
TXN59411,Ryan Reed,Alec Hall,1662.8,batch,completed,2026-08-04 06:59:08.670909,0,6,1,0,0,0,-0.6886773225379553,0,1,False
TXN59832,Chelsea Williams,Renee Smith,5137.81,batch,completed,2026-08-04 06:19:08.578350,0,6,1,0,0,1,1.6868991543644734,0,-1,True
TXN42738,Roy Griffin,Joshua Anderson,2909.76,real-time,completed,2026-08-03 08:03:48.729168,0,8,0,0,0,0,0.16376593478742002,1,1,False
TXN86216,Tracy Andrews,Elizabeth Ellis DDS,2277.02,batch,completed,2026-08-05 18:17:58.526515,0,18,2,0,0,0,-0.26878598880279786,0,1,False
TXN37189,Gregory Simpson,Elizabeth Parker,3370.21,batch,completed,2026-08-04 12:05:15.871403,0,12,1,0,0,0,0.47853745739878595,0,1,False
TXN78424,Shannon Moran,Andrew Cervantes,1021.65,batch,completed,2026-08-06 01:20:03.859342,0,1,3,0,1,0,-1.126978466467323,0,1,False
TXN3467,Kristin Sullivan,Frank Holt,2024.26,batch,completed,2026-08-01 20:09:30.831807,0,20,5,1,0,0,-0.44157706287218407,0,1,False
TXN1157,Megan Peck,Timothy Charles,1609.77,batch,completed,2026-08-02 09:56:33.576731,0,9,6,1,0,0,-0.7249295406812516,0,1,False
TXN42888,Andrew Mitchell,Kimberly Medina,2859.5,real-time,completed,2026-08-02 05:49:59.894383,0,5,6,1,1,0,0.1294073361850803,1,1,False
TXN47632,Randy Carter,Eric Fitzpatrick,2215.33,real-time,completed,2026-08-01 03:44:47.905941,0,3,5,1,1,0,-0.3109583315759441,1,1,False
TXN70375,Christopher Hooper,Sheila Rubio,3789.39,real-time,completed,2026-08-02 23:24:43.361382,0,23,6,1,0,0,0.7650960997013864,1,1,False
TXN34122,Scott Mcneil,Bethany Smith,4996.27,real-time,completed,2026-08-04 05:37:55.682668,0,5,1,0,1,0,1.5901399811417287,1,-1,True
TXN82765,Daniel Rice,Susan Long,3555.45,batch,completed,2026-08-02 06:27:06.535855,0,6,6,1,0,0,0.6051707006359004,0,1,False
TXN88306,Spencer Tyler,Mitchell Duncan,2694.96,real-time,completed,2026-08-04 09:59:48.397027,0,9,1,0,0,0,0.016924968217930415,1,1,False
TXN45107,Gabriel York,Krystal Underwood,2065.13,batch,completed,2026-08-04 14:20:10.370799,0,14,1,0,0,0,-0.4136376294285386,0,1,False
TXN40995,Craig Edwards,Jordan Reese,3403.15,batch,completed,2026-08-05 16:44:01.239341,0,16,2,0,0,0,0.5010558067414256,0,1,False
TXN66848,Kenneth Shah,Sarah Mccann,1738.23,real-time,completed,2026-08-02 23:39:12.576751,0,23,6,1,0,0,-0.637112079947934,1,1,False
TXN97179,Susan Johnson,Ryan Wright,1.0,batch,completed,2026-08-06 10:59:48.050523,0,10,3,0,0,0,-1.824712323679378,0,1,False
TXN82301,Amy Dougherty,Christie Duran,4941.33,batch,completed,2026-08-01 20:08:54.092473,0,20,5,1,0,0,1.5525820542174837,0,1,False
TXN4010,Daniel Garcia,Karen Larsen,3591.99,batch,pending,2026-08-04 07:13:27.673859,0,7,1,0,0,0,0.6301500717646208,0,1,False
TXN41537,Allen Anderson,Leslie Navarro,278.47,batch,completed,2026-08-01 14:40:05.211293,0,14,5,1,0,0,-1.6350290695171983,0,1,False
TXN37947,Jill Young,David Frazier,1.0,batch,completed,2026-08-04 22:45:24.838005,0,22,1,0,0,0,-1.824712323679378,0,1,False
TXN20325,James Martinez,Joseph Hill,1896.65,batch,completed,2026-08-01 19:39:52.645458,0,19,5,1,0,0,-0.5288134490171215,0,1,False
TXN63503,Brenda Le,Stacey Guzman,1.0,batch,completed,2026-08-02 10:39:10.319702,0,10,6,1,0,0,-1.824712323679378,0,1,False
TXN37099,Paul Murray,Justin Harrison,1913.19,batch,completed,2026-08-03 12:17:27.558358,0,12,0,0,0,0,-0.5175064211444056,0,1,False
TXN99552,Gerald Moore,Sarah Morton,4725.78,real-time,completed,2026-08-04 03:59:01.763975,0,3,1,0,1,0,1.405228374775894,1,1,False
TXN94981,Bridget Frye,Ann Lopez,2475.5,batch,completed,2026-08-06 12:12:29.287119,0,12,3,0,0,0,-0.13310165433020815,0,1,False
TXN51251,Lori Alexander,Tyler Pittman,3865.93,batch,completed,2026-08-06 04:17:16.110310,0,4,3,0,1,0,0.8174201573421159,0,1,False
TXN0102,Jeffrey Brown,Bryan Wilson,2011.03,real-time,completed,2026-08-01 09:18:08.372846,0,9,5,1,0,0,-0.45062131793603116,1,1,False
TXN95920,George Walker,Jason Bryant,4053.23,batch,completed,2026-08-02 09:50:01.125125,0,9,6,1,0,0,0.9454616519345992,0,1,False
TXN61723,Victoria Gutierrez,Jenny Maldonado,5748.23,batch,completed,2026-08-05 09:21:18.760482,0,9,2,0,0,1,2.1041927428809895,0,-1,True
TXN56823,Harold Harrison,Sydney Rosario,1673.8,batch,completed,2026-08-01 18:02:07.079357,0,18,5,1,0,0,-0.6811575337471528,0,1,False
TXN3960,Randy Perez,Jennifer Cox,2921.62,batch,completed,2026-08-01 12:56:51.750249,0,12,5,1,0,0,0.17187363433823052,0,1,False
TXN57962,Jason Marshall,Lindsey Scott,2717.95,batch,completed,2026-08-06 06:43:59.735384,0,6,3,0,0,0,0.03264132679070756,0,1,False
TXN18380,Whitney Johnson,Herbert Hutchinson,4629.9,real-time,completed,2026-08-04 07:50:14.118663,0,7,1,0,0,0,1.3396831612066078,1,1,False
TXN41583,Kyle Parker,Joseph Cross,4240.63,batch,completed,2026-08-01 03:49:15.326245,0,3,5,1,1,0,1.0735715082433626,0,1,False
TXN46347,Ashley Lewis,Jon Cuevas,2110.13,real-time,pending,2026-08-02 23:19:30.514515,0,23,6,1,0,0,-0.3828748571025282,1,1,False
TXN45451,Sheena Horton,Jessica Williams,5312.35,real-time,completed,2026-08-01 10:58:33.722391,0,10,5,1,0,1,1.8062176939596255,1,-1,True
TXN44924,Natasha Woods,William Davila,3418.8,batch,completed,2026-08-02 06:34:13.736784,0,6,6,1,0,0,0.5117544153392493,0,1,False
TXN39447,Aaron Mills,Juan Medina,661.65,batch,completed,2026-08-04 23:46:22.673566,0,23,1,0,0,0,-1.3730806450754058,0,1,False
TXN17274,Dana Newman,Kathleen Hawkins,3517.59,batch,completed,2026-08-03 01:57:09.099634,0,1,0,0,1,0,0.5792889548522839,0,1,False
TXN11822,Danielle Bernard DDS,Heather Johnson,520.31,batch,completed,2026-08-03 20:12:00.009326,0,20,0,0,0,0,-1.4697030948655905,0,1,False
TXN31381,Robert Thomas,Allison Mitchell,1850.11,real-time,completed,2026-08-03 23:17:30.014633,0,23,0,0,0,0,-0.5606289917738443,1,1,False
TXN60951,Erika Gilbert,Patricia Mcintyre,4347.41,batch,completed,2026-08-05 16:20:11.742327,0,16,2,0,0,0,1.1465681488871708,0,1,False
TXN56755,Emily Wright,Dennis Cardenas,1505.09,batch,completed,2026-08-02 03:40:05.179570,0,3,6,1,1,0,-0.7964905852831797,0,1,False
TXN98045,Keith Hart,Amy Summers,3373.47,batch,completed,2026-08-03 00:39:32.916410,0,0,0,0,1,0,0.4807660493495145,0,1,False
TXN43325,Kyle Johnson,James Acevedo,4589.52,real-time,completed,2026-08-01 20:57:23.002474,0,20,5,1,0,0,1.312078700172735,1,1,False
TXN40739,Jennifer Kim,Alicia Kennedy,1732.42,batch,completed,2026-08-05 10:32:30.375834,0,10,2,0,0,0,-0.6410838956638032,0,1,False
TXN49193,Mrs. Rebecca Acevedo MD,Robert Munoz,210.01,batch,completed,2026-08-05 02:16:28.546110,0,2,2,0,1,0,-1.6818295004825021,0,1,False
TXN17924,Lauren Cox,Aaron Rogers,1677.27,batch,completed,2026-08-01 06:21:18.049854,0,6,5,1,0,0,-0.678785382192236,0,1,False
TXN97031,Paul Phillips,Robert Adams,3739.07,batch,completed,2026-08-05 06:10:15.254033,0,6,2,0,0,0,0.730696484069279,0,1,False
TXN58428,John Campbell,Carl Robinson,3702.78,batch,completed,2026-08-06 11:03:55.033245,0,11,3,0,0,0,0.7058880172312586,0,1,False
TXN17538,Samantha Kelly,Jaime Lynch,4134.53,batch,completed,2026-08-06 04:55:32.069169,0,4,3,0,1,0,1.0010397272702578,0,1,False
TXN60982,Mark Daugherty,Colin Holmes,3654.21,batch,completed,2026-08-04 20:29:58.940148,0,20,1,0,0,0,0.6726847316340513,0,1,False
TXN34653,Juan Parrish,Mark Lopez,1710.37,real-time,completed,2026-08-05 13:14:43.075510,0,13,2,0,0,0,-0.6561576541035484,1,1,False
