transaction_id,sender,receiver,amount,payment_type,status,timestamp,hour,day_of_week,is_weekend,is_late_night,is_large_amount,amount_zscore,payment_type_encoded,anomaly_score,is_anomaly
TXN0022,Crystal Vang,Robert Hicks,4516.92,real-time,completed,2026-07-30 12:35:04.495262,12,3,0,0,0,1.2161029765744376,1,1,False
TXN0023,Jeremy Davis,Melissa Norman,921.03,batch,completed,2026-07-15 07:15:26.721575,7,2,0,0,0,-1.1849658634538232,0,1,False
TXN0024,Michael Williams,Jacqueline Jones,1408.74,batch,completed,2026-07-24 11:26:03.685413,11,4,0,0,0,-0.8593092710746949,0,1,False
TXN0025,George Mccarty,Brandon Juarez,5142.03,batch,completed,2026-07-07 13:18:13.650519,13,1,0,0,1,1.633505105835918,0,1,False
TXN0026,Robert Kim,Tami White,3898.33,real-time,completed,2026-07-06 01:28:28.331758,1,0,0,1,0,0.8030544200966024,1,1,False
TXN0027,Dr. Charles Jones MD,Nicole Beard,3796.08,batch,completed,2026-07-20 13:49:39.074257,13,0,0,0,0,0.7347794481444878,0,1,False
TXN0028,Alexandra Sanchez,Katie Hess,3284.43,batch,completed,2026-07-08 11:05:26.685662,11,2,0,0,0,0.3931374980290895,0,1,False
TXN0029,Courtney Patton,Sean Knapp,2170.75,batch,completed,2026-07-05 03:29:30.708959,3,6,1,1,0,-0.35049546787439273,0,1,False
TXN0030,Victoria Sloan,Peter Brown,1725.95,real-time,completed,2026-07-23 12:19:44.334262,12,3,0,0,0,-0.6474999424396798,1,1,False
TXN0031,Randy Parker,Daniel Perez,5285.47,batch,completed,2026-07-02 01:53:37.268341,1,3,0,1,1,1.7292837070761269,0,1,False
TXN0032,Mark Moreno,Michelle Juarez,2778.44,real-time,completed,2026-07-25 04:06:46.170302,4,5,1,1,0,0.05527487643446369,1,1,False
TXN0033,Whitney Mata,Brooke Allison,3259.65,batch,completed,2026-07-05 20:45:10.582546,20,6,1,0,0,0.3765912505476872,0,1,False
TXN0034,Justin Richards,Alisha Jackson,2357.97,batch,completed,2026-07-14 12:53:34.583361,12,1,0,0,0,-0.22548382729859914,0,1,False
TXN0035,Colton Harris,Rhonda Carroll,1455.53,batch,completed,2026-07-23 22:49:16.584634,22,3,0,0,0,-0.8280663768190525,0,1,False
TXN0036,Christopher Lang,Jenny Ortiz,1951.14,batch,completed,2026-07-10 14:50:39.034926,14,4,0,0,0,-0.4971347499321326,0,1,False
TXN0037,Stephen Harrison,Kaitlyn Kirk,3879.29,real-time,completed,2026-07-13 05:11:35.423572,5,0,0,1,0,0.7903409192069374,1,1,False
TXN0038,Joshua Padilla,Meghan Thomas,3926.45,batch,completed,2026-07-23 13:02:10.862430,13,3,0,0,0,0.8218308720407927,0,1,False
TXN0039,Amanda Miller,Melissa Morris,2117.91,batch,completed,2026-07-18 08:29:55.958182,8,5,1,0,0,-0.3857781037467619,0,1,False
TXN0040,Jessica Sloan,George Torres,4972.87,real-time,completed,2026-07-29 15:19:38.060757,15,2,0,0,0,1.5205525947804686,1,1,False
TXN0041,Steven Richards,Herbert Howard,3359.71,batch,completed,2026-07-07 07:04:27.945966,7,1,0,0,0,0.44340390280713554,0,1,False
TXN0042,Christian Lopez,Stephanie Clark,2305.44,batch,completed,2026-07-28 05:23:52.057409,5,1,0,1,0,-0.26055946814597875,0,1,False
TXN0043,Amber Pearson,Donald Schwartz,2634.5,batch,completed,2026-07-03 14:05:03.803413,14,4,0,0,0,-0.040837587749276066,0,1,False
TXN0044,Kristopher Stevens,Kelly Yang,2921.27,batch,completed,2026-07-04 11:57:00.369977,11,5,1,0,0,0.15064616488356425,0,1,False
TXN0045,Jason Johnson,Chad Thompson,3792.22,batch,completed,2026-07-11 19:32:14.904476,19,5,1,0,0,0.7322020262204274,0,1,False
TXN0046,John Simpson,Lisa Hernandez,3454.49,batch,completed,2026-07-16 18:44:18.490812,18,3,0,0,0,0.506690962382895,0,1,False
TXN0047,Frederick Zavala,Crystal Dunn,2206.14,batch,completed,2026-07-15 23:50:38.126710,23,2,0,0,0,-0.3268646487312599,0,1,False
TXN0048,Dale Haas,Jennifer Smith,2424.26,batch,completed,2026-07-14 05:23:11.149604,5,1,0,1,0,-0.18122027824524256,0,1,False
TXN0049,Miranda Reyes,Charles Estrada,1017.21,batch,completed,2026-07-30 08:25:33.710783,8,3,0,0,0,-1.1207439876361762,0,1,False
TXN0050,Patricia Henry,Tammy Nelson,3398.81,real-time,completed,2026-07-21 02:43:46.163760,2,1,0,1,0,0.4695119849912693,1,1,False
TXN0051,Anthony Page,Jessica Howard,538.66,batch,completed,2026-07-11 18:15:38.095665,18,5,1,0,0,-1.4402842108898142,0,1,False
TXN0052,Brandy Lee,Kendra Day,2498.42,batch,completed,2026-07-03 09:50:14.602724,9,4,0,0,0,-0.1317017264607065,0,1,False
TXN0053,Derek Rocha,Bonnie Hernandez,5235.45,batch,completed,2026-07-14 04:12:20.871175,4,1,0,1,1,1.695884058205273,0,1,False
TXN0054,Jacqueline Williams,Carla Thompson,1191.19,batch,completed,2026-07-21 07:32:24.912716,7,1,0,0,0,-1.0045730378050866,0,1,False
TXN0055,Megan Conner,Joyce Parker,6559.67,real-time,completed,2026-07-20 17:56:00.966676,17,0,0,0,1,2.580100032370841,1,-1,True
TXN0056,Amy Leon,Pamela Booth,2691.42,batch,completed,2026-07-12 10:55:45.890229,10,6,1,0,0,-0.0028306302576929644,0,1,False
TXN0057,Emma Mendoza,Timothy Cline,5044.32,batch,completed,2026-07-27 16:14:37.778215,16,0,0,0,1,1.568261609411066,0,1,False
TXN0058,Anna Knight,Richard Gonzales,2266.19,batch,completed,2026-07-18 23:30:32.481971,23,5,1,0,0,-0.2867677092131719,0,1,False
TXN0059,Theresa Wang,Jacqueline Jones,1843.78,real-time,completed,2026-07-27 00:03:39.426702,0,0,0,1,0,-0.5688218011671354,1,1,False
TXN0060,Mary Hernandez,Brandon Davis,1835.91,real-time,completed,2026-07-10 23:30:29.174267,23,4,0,0,0,-0.5740768038983152,1,1,False
TXN0061,Sara Chandler,Elaine Schmidt,1127.45,batch,completed,2026-07-29 15:50:09.325400,15,2,0,0,0,-1.047133885846434,0,1,False
TXN0062,Cheryl Thompson,Charles Cole,5504.81,real-time,completed,2026-07-10 18:21:58.625489,18,4,0,0,1,1.87574270314436,1,1,False
TXN0063,Andrew Griffin,Adam Jennings,554.31,batch,completed,2026-07-30 08:17:49.099581,8,3,0,0,0,-1.42983430075729,0,1,False
TXN0064,Nathan Zhang,Jeremy Carr,1865.05,real-time,completed,2026-07-13 23:26:25.978616,23,0,0,0,0,-0.5546192715493214,1,1,False
TXN0065,Joanna Walters,Eric Novak,2090.24,real-time,completed,2026-07-10 15:43:33.630004,15,4,0,0,0,-0.40425407904177435,1,1,False
TXN0066,Patrick Suarez,Diana Thomas,3294.69,batch,completed,2026-07-22 13:04:45.744865,13,2,0,0,0,0.3999883656303483,0,1,False
TXN0067,Donald White,William Horne,3573.78,batch,completed,2026-07-18 02:22:43.207463,2,5,1,1,0,0.5863439834505507,0,1,False
TXN0068,Kathryn Rios,Amy Johnson,264.72,batch,completed,2026-07-28 10:29:15.073550,10,1,0,0,0,-1.6232010403916457,0,1,False
TXN0069,Kevin Griffin,Kelly Porter,6393.14,real-time,completed,2026-07-14 15:13:29.447634,15,1,0,0,1,2.468903640398365,1,-1,True
TXN0070,Lindsay Hawkins,Brittney Palmer,1692.34,real-time,completed,2026-07-01 06:47:42.764819,6,2,0,0,0,-0.669942209503842,1,1,False
TXN0071,Paul Werner,Jill Larson,3382.08,real-time,completed,2026-07-06 04:53:33.821438,4,0,0,1,0,0.45834093090071787,1,1,False
TXN0072,Michael Ellison,James Downs,3471.74,batch,completed,2026-07-07 08:22:00.460573,8,1,0,0,0,0.5182092339347187,0,1,False
TXN0073,Paula Campbell,Paul West,4438.33,real-time,completed,2026-07-11 13:43:45.678180,13,5,1,0,0,1.1636263991102154,1,1,False
TXN0074,Jennifer Miller,Amber Williams,4698.13,batch,completed,2026-07-27 13:57:07.580945,13,0,0,0,0,1.337101584568987,0,1,False
TXN0075,Richard Thomas,Robert Saunders,3079.05,batch,completed,2026-07-11 13:05:58.440563,13,5,1,0,0,0.2559999553442456,0,1,False
TXN0076,Brandon Thomas,Gina Novak,2980.84,batch,completed,2026-07-28 03:33:52.685283,3,1,0,1,0,0.19042259597586236,0,1,False
TXN0077,Kristen Snyder,Stephanie Martin,3269.93,batch,completed,2026-07-06 08:29:12.176831,8,0,0,0,0,0.38345547266668695,0,1,False
TXN0078,Reginald Martinez,Jesse Chen,3436.28,batch,completed,2026-07-14 17:50:51.201327,17,1,0,0,0,0.4945316739794918,0,1,False
TXN0079,Mariah Hernandez,Dawn Mitchell,1117.57,batch,completed,2026-07-04 15:25:12.705714,15,5,1,0,0,-1.0537310176106092,0,1,False
TXN0080,Lynn Miller,Erica Thomas,1777.66,real-time,completed,2026-07-20 21:24:23.115392,21,0,0,0,0,-0.612971836819691,1,1,False
TXN0081,George Smith,Robert Johnson,2875.84,batch,completed,2026-07-23 21:16:42.573986,21,3,0,0,0,0.12031137783432652,0,1,False
TXN0082,Nicole Taylor,Justin Fleming,3591.46,batch,completed,2026-07-24 15:39:20.575841,15,4,0,0,0,0.5981493771338111,0,1,False
TXN0083,Amy Singleton,Rebecca Fields,953.52,batch,completed,2026-07-24 06:57:43.074894,6,4,0,0,0,-1.1632714493831706,0,1,False
TXN0084,Brian Jenkins,Jennifer Miller,636.42,batch,completed,2026-07-25 08:05:44.991832,8,5,1,0,0,-1.3750073281706088,0,1,False
TXN0085,Kyle Hutchinson,Anna Mccormick,1535.86,real-time,completed,2026-07-07 12:57:35.924639,12,1,0,0,0,-0.7744279563113423,1,1,False
TXN0086,Katherine Owens,Mrs. Sara Elliott,2295.06,batch,failed,2026-07-12 07:51:01.213770,7,6,1,0,0,-0.26749046285368494,0,1,False
TXN0087,Jennifer Stephens,Scott Walker,2547.33,real-time,completed,2026-07-29 10:14:04.435800,10,2,0,0,0,-0.09904325332449211,1,1,False
TXN0088,Tabitha Turner,Ashley Dean,4353.08,real-time,completed,2026-07-11 05:43:21.317600,5,5,1,1,0,1.1067027672381589,1,1,False
TXN0089,Ashley Alvarez,Lisa Johnson,1590.47,real-time,completed,2026-07-26 07:36:49.276676,7,6,1,0,0,-0.737963445618873,1,1,False
TXN0090,Kathy Steele,Sharon Wilson,2839.99,batch,completed,2026-07-03 17:54:28.509522,17,4,0,0,0,0.09637340478314475,0,1,False
TXN0091,Matthew Wilson,Willie Anderson,919.2,batch,completed,2026-07-02 05:14:31.366768,5,3,0,1,0,-1.186187801827147,0,1,False
TXN0092,Kim Smith,Ryan Jackson,2517.02,batch,completed,2026-07-16 08:15:55.882998,8,3,0,0,0,-0.11928202496134876,0,1,False
TXN0093,Patrick Long,Michelle Swanson,5970.93,batch,completed,2026-07-13 19:05:03.316420,19,0,0,0,1,2.186983093621814,0,1,False
TXN0094,Gregory Sullivan,Haley Brooks,2123.7,batch,completed,2026-07-24 22:11:16.320795,22,4,0,0,0,-0.3819119708606715,0,1,False
TXN0095,Andrea Perkins,Christopher Torres,1750.06,batch,completed,2026-07-01 15:39:47.209065,15,2,0,0,0,-0.6314010713026091,0,1,False
TXN0096,Amy Johnston,James Henson,3373.24,real-time,completed,2026-07-05 19:35:42.963542,19,6,1,0,0,0.45243823405908756,1,1,False
TXN0097,Douglas Logan,Jacob Wilson,1.0,batch,completed,2026-07-29 14:39:47.378207,14,2,0,0,0,-1.7992937113277014,0,1,False
TXN0098,Michael Collins,Brian Daniels,1076.93,batch,completed,2026-07-08 02:04:44.394042,2,2,0,1,0,-1.0808673976608187,0,1,False
TXN0099,Jerry Howard,Adam Roth,4243.06,batch,completed,2026-07-23 08:44:50.886559,8,3,0,0,0,1.0332395651435708,0,1,False
TXN0100,Timothy Mccoy,Alan Miller,6750.05,batch,completed,2026-07-03 08:48:32.082334,8,4,0,0,1,2.7072216867497514,0,1,False
TXN0101,Kenneth Mcpherson,Kaitlin Wallace,3965.72,batch,completed,2026-07-01 09:19:27.353264,9,2,0,0,0,0.8480524676257272,0,1,False
TXN0102,Linda Wagner,Christopher Vance,3893.91,batch,completed,2026-07-19 10:09:06.601972,10,6,1,0,0,0.8001030716757873,0,1,False
TXN0103,Melanie Cunningham,Meagan Washington,2721.18,batch,completed,2026-07-11 04:25:49.891479,4,5,1,1,0,0.017040892141279324,0,1,False
TXN0104,Brent Stark,Jennifer Mooney,444.05,real-time,completed,2026-07-10 09:35:18.676474,9,4,0,0,0,-1.5034577570647731,1,1,False
TXN0105,Taylor Hunt,Nicole Bell,2522.51,batch,completed,2026-07-04 04:54:11.671534,4,5,1,1,0,-0.11561620984137687,0,1,False
TXN0106,Daniel Johnson,Jessica Soto,2639.22,batch,completed,2026-07-28 06:31:35.786694,6,1,0,0,0,-0.0376859215623424,0,1,False
TXN0107,Rachel Gonzales,Kurt Key,5445.73,batch,completed,2026-07-13 13:35:04.286812,13,0,0,0,1,1.836293457736722,0,1,False
TXN0108,Annette Flores,Tracey Martinez,1821.33,real-time,completed,2026-07-25 20:27:55.559467,20,5,1,0,0,-0.5838122473316828,1,1,False
TXN0109,Anthony Garcia,Brian Wang,3051.06,batch,failed,2026-07-05 11:58:52.088181,11,6,1,0,0,0.23731030776537318,0,1,False
TXN0110,Jack Smith,Ashlee Carlson,195.69,batch,completed,2026-07-23 15:11:04.458369,15,3,0,0,0,-1.6692941583755527,0,1,False
TXN0111,Steven Moore,Paul Wong,285.02,real-time,completed,2026-07-17 05:21:04.176187,5,4,0,1,0,-1.6096462048842823,1,1,False
TXN0112,Felicia House,Kathleen Bullock,1154.95,batch,completed,2026-07-27 02:27:56.898759,2,0,0,1,0,-1.0287714239522223,0,1,False
TXN0113,Kevin Wong,Rebecca Rice,2366.54,batch,completed,2026-07-29 09:18:43.440714,9,2,0,0,0,-0.21976141644647557,0,1,False
TXN0114,Michele Day,Michael Morrison,1036.26,batch,completed,2026-07-24 11:35:18.549320,11,4,0,0,0,-1.1080238094876405,0,1,False
TXN0115,Lindsey Rivera,Rebecca Dillon,5153.57,real-time,completed,2026-07-25 19:34:06.847309,19,5,1,0,1,1.6412106625726162,1,1,False
TXN0116,Jordan Ortiz,Christina Tapia,865.22,batch,completed,2026-07-15 14:08:18.099359,14,2,0,0,0,-1.2222316452107669,0,1,False
TXN0117,Michael Wright,Joseph Bishop,4398.16,batch,completed,2026-07-08 20:30:05.784325,20,2,0,0,0,1.1368038502269249,0,1,False
TXN0118,Ashley Bush,Edwin Lewis,3412.14,batch,completed,2026-07-13 11:33:46.273135,11,0,0,0,0,0.478412771065809,0,1,False
TXN0119,Terry Perry,Zachary Morales,2740.16,real-time,completed,2026-07-08 10:20:16.616940,10,2,0,0,0,0.02971432947772077,1,1,False
TXN0120,Alfred Butler DDS,John Kline,2072.42,batch,completed,2026-07-24 07:52:29.241408,7,4,0,0,0,-0.41615295434922334,0,1,False
TXN0121,Jason Frey,Elizabeth Travis,1320.28,batch,completed,2026-07-09 15:32:06.992886,15,3,0,0,0,-0.9183763030442212,0,1,False
TXN0122,Tammy Allen,Heather Peterson,3114.73,batch,completed,2026-07-22 08:43:07.572733,8,2,0,0,0,0.27982441499462646,0,1,False
TXN0123,Timothy Lawson,David Hickman,2129.5,real-time,completed,2026-07-11 08:40:43.714381,8,5,1,0,0,-0.37803916071571037,1,1,False
TXN0124,Dale Joseph,Jonathan Benson,2807.68,real-time,completed,2026-07-01 03:26:56.622847,3,2,0,1,0,0.07479918137216363,1,1,False
TXN0125,William Nguyen,William Perez,3996.76,batch,completed,2026-07-20 09:11:00.998583,9,0,0,0,0,0.8687786791601396,0,1,False
TXN0126,Joshua Powell,Scott Jones,2821.1,batch,completed,2026-07-17 07:50:13.888997,7,4,0,0,0,0.08376006277653901,0,1,False
TXN0127,Rebecca Walker,Shelly Scott,649.08,batch,completed,2026-07-19 15:05:21.953014,15,6,1,0,0,-1.366553918440401,0,1,False
TXN0128,Maria Robertson,Omar Hernandez,4640.9,batch,completed,2026-07-15 22:23:17.523965,22,2,0,0,0,1.2988876320524145,0,1,False
TXN0129,Amanda Friedman,Theresa Morgan,3418.07,batch,completed,2026-07-02 13:14:54.506663,13,3,0,0,0,0.4823723855760883,0,1,False
TXN0130,Amanda Orr,Johnny Willis,5010.19,batch,completed,2026-07-16 04:58:57.672596,4,3,0,1,1,1.5454721248856313,0,1,False
TXN0131,Dennis Barrera,Elizabeth White,4144.65,batch,completed,2026-07-25 07:01:43.237645,7,5,1,0,0,0.9675286605977748,0,1,False
TXN0132,Luis Diaz,Melissa Bishop,1537.76,batch,completed,2026-07-24 18:33:42.947204,18,4,0,0,0,-0.7731592771259239,0,1,False
TXN0133,Michael Ross,Deborah Watson,3029.44,batch,completed,2026-07-08 05:49:11.132566,5,2,0,1,0,0.22287407408708748,0,1,False
TXN0134,Keith Rivera,Alexandra Richardson,1597.03,batch,completed,2026-07-29 07:22:48.542936,7,2,0,0,0,-0.7335831637997446,0,1,False
TXN0135,Leslie Allen,David Robinson,911.4,real-time,completed,2026-07-02 20:36:40.216164,20,3,0,0,0,-1.1913960637462324,1,1,False
TXN0136,Renee Newman,Kathleen Anderson,738.9,batch,completed,2026-07-23 06:12:55.989793,6,3,0,0,0,-1.3065787792644699,0,1,False
TXN0137,Michael Ray,Michael Waters,4590.89,batch,completed,2026-07-10 02:07:20.699871,2,4,0,1,0,1.265494660440432,0,1,False
TXN0138,Tina Roberts,Anna Thompson,874.37,batch,completed,2026-07-16 01:04:47.611805,1,3,0,1,0,-1.2161219533441476,0,1,False
TXN0139,Jennifer Maynard,Amanda Barrera,2107.09,batch,completed,2026-07-24 12:08:26.846755,12,4,0,0,0,-0.3930028978447752,0,1,False
TXN0140,Tracy Meadows,Andrew Garcia,5164.73,batch,completed,2026-07-28 07:20:01.557833,7,1,0,0,1,1.6486624834722308,0,1,False
TXN0141,Tamara Miller,Timothy Norman,5809.07,batch,completed,2026-07-10 16:43:05.248043,16,4,0,0,1,2.0789049815419185,0,1,False
TXN0142,Whitney Villegas,Angelica Murray,3787.62,batch,completed,2026-07-04 15:58:52.400685,15,5,1,0,0,0.7291304871399412,0,1,False
TXN0143,Michael Sanders,William Jefferson,1608.41,real-time,completed,2026-07-01 17:48:45.351622,17,2,0,0,0,-0.7259844432049762,1,1,False
TXN0144,Barry Key,Christina Chavez,4204.31,real-time,completed,2026-07-08 03:07:56.028620,3,2,0,1,0,1.007365187019909,1,1,False
TXN0145,Amy Beck,Paul Munoz,3491.02,batch,completed,2026-07-03 15:57:09.666620,15,4,0,0,0,0.531082989037279,0,1,False
TXN0146,Nicole Bryant,Samantha Wyatt,3993.76,real-time,completed,2026-07-13 11:09:41.106972,11,0,0,0,0,0.8667755014989529,1,1,False
TXN0147,Michelle Hicks,Jennifer Ward,4361.34,batch,completed,2026-07-11 13:52:54.031141,13,5,1,0,0,1.1122181830652933,0,1,False
TXN0148,Charles Russell,Jennifer Meyer,87.63,real-time,pending,2026-07-27 15:36:33.910588,15,0,0,0,0,-1.741448617731499,1,1,False
TXN0149,William Gonzalez,Cody Williamson,3441.32,batch,completed,2026-07-28 14:09:54.907983,14,1,0,0,0,0.4978970124502855,0,1,False
TXN0150,Brett Hart,Robert Solis,905.94,batch,completed,2026-07-07 15:55:42.946083,15,1,0,0,0,-1.1950418470895923,0,1,False
TXN0151,Blake Williams,Andrea Luna,1520.37,batch,completed,2026-07-03 18:01:45.695657,18,4,0,0,0,-0.7847710303019365,0,1,False
TXN0152,Marcus Paul,David Pena,1962.95,batch,completed,2026-07-05 17:26:41.408246,17,6,1,0,0,-0.48924890720592745,0,1,False
TXN0153,Carl West,Kelly Bush,3284.83,batch,completed,2026-07-06 00:33:19.268383,0,0,0,1,0,0.39340458838391446,0,1,False
TXN0154,Jessica Smith,Victoria Hill,293.18,real-time,completed,2026-07-16 18:05:39.930490,18,3,0,0,0,-1.6041975616458544,1,1,False
TXN0155,Joshua Smith,David Castro,708.35,real-time,completed,2026-07-14 19:29:51.540289,19,1,0,0,0,-1.3269778051142216,1,1,False
TXN0156,Larry Harris,George Knight,3105.44,real-time,completed,2026-07-04 08:36:37.464401,8,5,1,0,0,0.27362124150381817,1,1,False
TXN0157,Angelica Henry,Melody Dennis,1022.18,batch,completed,2026-07-02 22:40:25.766296,22,3,0,0,0,-1.1174253899774769,0,1,False
TXN0158,Shawn Michael,Daniel Howard,3357.08,batch,completed,2026-07-21 05:09:43.102516,5,1,0,1,0,0.44164778372416175,0,1,False
TXN0159,Karen Long,Karen Garza,4113.19,batch,completed,2026-07-06 03:49:08.627007,3,0,0,1,0,0.9465220041907965,0,1,False
TXN0160,Mark Bennett,Colin Hansen,2979.24,real-time,completed,2026-07-22 08:52:57.275080,8,2,0,0,0,0.18935423455656253,1,1,False
TXN0161,Jesus Rice,Henry Richardson,1693.74,batch,completed,2026-07-05 16:33:11.158222,16,6,1,0,0,-0.6690073932619548,0,1,False
TXN0162,Annette Flores,Joshua Young,3350.82,real-time,completed,2026-07-07 04:01:18.330621,4,1,0,1,0,0.4374678196711522,1,1,False
TXN0163,Mary Delgado,Susan Sims,5151.03,batch,completed,2026-07-23 09:27:04.757405,9,3,0,0,1,1.6395146388194781,0,1,False
TXN0164,Christine Long,Eric Sharp,34.24,real-time,completed,2026-07-27 07:57:45.103120,7,0,0,0,0,-1.7770985028417525,1,1,False
TXN0165,Brittany Butler,Norma Miller,1167.95,batch,completed,2026-07-19 16:44:51.703532,16,6,1,0,0,-1.0200909874204132,0,1,False
TXN0166,Alvin Cherry,Thomas Larson,6815.77,real-time,completed,2026-07-07 12:06:14.947453,12,1,0,0,1,2.7511046320474826,1,-1,True
TXN0167,Kristi Klein,Nathan Turner,4985.88,batch,completed,2026-07-14 03:53:14.538206,3,1,0,1,0,1.5292397085711484,0,1,False
TXN0168,Rebecca Price,Julia Robbins,2217.79,real-time,completed,2026-07-21 13:29:18.806272,13,1,0,0,0,-0.3190856421469847,1,1,False
TXN0169,Anthony Avila,Elizabeth Potts,3646.08,real-time,completed,2026-07-09 02:31:20.342242,2,3,0,1,0,0.6346205650851509,1,1,False
TXN0170,Tammy Tanner,Rhonda Rivera,3321.75,real-time,completed,2026-07-28 04:24:49.659981,4,1,0,1,0,0.4180570281342526,1,1,False
TXN0171,William Ellis,Christopher Ramos,1437.76,batch,completed,2026-07-19 16:27:19.466447,16,6,1,0,0,-0.8399318658321486,0,1,False
TXN0172,Elizabeth Martinez,Heather Watson,4819.02,batch,completed,2026-07-17 16:26:10.566977,16,4,0,0,0,1.4178229670559424,0,1,False
TXN0173,Lindsey Orr,Douglas Mendoza,1499.79,real-time,completed,2026-07-08 11:39:52.367173,11,2,0,0,0,-0.7985128290576775,1,1,False
TXN0174,Tyler Foster,Elizabeth Johnson,1468.52,batch,completed,2026-07-23 08:41:15.748554,8,3,0,0,0,-0.8193926175461139,0,1,False
TXN0175,Cynthia Cole,Ashley Gonzalez,3734.31,batch,completed,2026-07-26 08:33:07.910636,8,6,1,0,0,0.6935340201006529,0,1,False
TXN0176,Nicholas Thompson,David Cole,1407.45,batch,completed,2026-07-20 13:43:39.293509,13,0,0,0,0,-0.8601706374690052,0,1,False
TXN0177,Mary Reyes,Kevin Harper,3250.81,batch,completed,2026-07-17 13:21:42.207179,13,4,0,0,0,0.37068855370605686,0,1,False
TXN0178,Stacy Cook,Casey Myers,1857.55,batch,completed,2026-07-27 19:39:43.119239,19,0,0,0,0,-0.5596272157022882,0,1,False
TXN0179,John Bell,Amanda Garrett,7375.24,batch,completed,2026-07-18 01:48:42.049016,1,5,1,1,1,3.124677234082197,0,-1,True
TXN0180,Lynn Anderson,Alexis Haney,1477.1,batch,completed,2026-07-14 14:48:15.237333,14,1,0,0,0,-0.8136635294351199,0,1,False
TXN0181,Eric Manning,Tracy Deleon,3819.24,batch,completed,2026-07-24 04:23:24.852212,4,4,0,1,0,0.7502439796888494,0,1,False
TXN0182,Ross Bruce,Heather Sutton,4585.76,batch,completed,2026-07-10 09:42:52.747568,9,4,0,0,0,1.2620692266398026,0,1,False
TXN0183,Stephanie Johnson,Rachel Grant,81.95,batch,completed,2026-07-07 14:44:23.024509,14,1,0,0,0,-1.7452413007700127,0,1,False
TXN0184,Lori Franklin,Jay Ortiz,2267.9,real-time,completed,2026-07-16 09:34:23.442147,9,3,0,0,0,-0.28562589794629545,1,1,False
